testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.002206783,0.000019428,0.002206297,0.000010449,459,1
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.007153597,0.000050925,0.007143298,0.00004846,137,1
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,4.28e-7,4.8e-8,4.23e-7,6e-9,109446,20
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,4.615e-6,6.54e-7,4.559e-6,5.1e-8,98922,1
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,4.2e-7,4.2e-8,4.16e-7,3e-9,112020,20
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,4.605e-6,6.74e-7,4.548e-6,5.9e-8,108969,1
ubuntu-latest,2025-11-10T16:29:00.327560+00:00,d84226cbe422cb93b67a7b7a3a74f01a714a7db9,main,2025-11-10T16:28:11+00:00,2025-11-10T16:28:11+00:00,3.9.24,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.23467463,0.0078053,0.230450277,0.01416576,5,1
