testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.001888565,0.00003493,0.001884114,7.278e-6,464,1
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.008046494,0.000312363,0.008010962,0.000062807,120,1
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,3.5e-7,4.3e-8,3.43e-7,1.2e-8,112284,20
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,8.584e-6,1.593e-6,8.356e-6,1.3e-7,63862,1
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,4.76e-7,6.3e-8,4.69e-7,6e-9,77490,20
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,8.661e-6,1.467e-6,8.475e-6,1.2e-7,27619,1
ubuntu-latest,2026-09-14T09:38:02.847406+00:00,d899da7f05b21b5fb2e989efbc828c84cc2ad183,main,2026-09-14T09:37:24+00:00,2026-09-14T09:37:24+00:00,3.10.21,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.186045364,0.002591094,0.185963972,0.00421474,6,1
