testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.001491846,0.000019499,0.00149009,0.000022248,571,1
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.006770286,0.000119745,0.006748364,0.000052949,144,1
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,4.06e-7,2.44e-7,3.94e-7,2.5e-8,195428,1
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,7.069e-6,1.167e-6,6.883e-6,2.04e-7,66384,1
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,5.27e-7,2.28e-7,5.13e-7,3.8e-8,182416,1
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,7.273e-6,9.56e-7,7.139e-6,2.44e-7,72224,1
ubuntu-latest,2026-09-18T06:45:11.571566+00:00,2dda4a1fa41f9a2a22df3f0a08b210dbe0e267b1,main,2026-09-18T06:44:40+00:00,2026-09-18T06:44:40+00:00,3.10.21,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.150621159,0.001552358,0.15085228,0.0017559,7,1
