testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.001898284,0.000030029,0.001892149,0.000010921,351,1
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.008018645,0.000050256,0.008003704,0.000028974,119,1
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,3.63e-7,4.1e-8,3.61e-7,1.3e-8,104406,20
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,7.45e-6,1.347e-6,7.264e-6,9e-8,65497,1
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,6.77e-7,3.06e-7,6.62e-7,3e-8,37382,1
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,7.595e-6,1.092e-6,7.464e-6,1e-7,72749,1
ubuntu-latest,2026-03-10T01:25:54.057227+00:00,e6ce900af6c3db6646a78a04866314d14a2fe5a8,main,2026-03-10T01:25:14+00:00,2026-03-10T01:25:14+00:00,3.10.19,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.171875066,0.001804309,0.171662471,0.002195199,6,1
