testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.001883543,0.000024023,0.001879506,6.627e-6,461,1
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.007986447,0.000584279,0.007902568,0.000048109,122,1
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,3.59e-7,4.3e-8,3.55e-7,4e-9,111272,20
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,8.25e-6,1.163e-6,8.125e-6,1e-7,60238,1
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,4.95e-7,5.7e-8,4.95e-7,2.4e-8,91408,20
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,8.44e-6,1.367e-6,8.285e-6,2.01e-7,62345,1
ubuntu-latest,2026-09-18T06:48:05.122516+00:00,a600b1babd871d355224ffd700435f923b3ec6d5,main,2026-09-18T06:47:26+00:00,2026-09-18T06:47:26+00:00,3.10.21,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.185263507,0.00938799,0.181986961,0.015535074,6,1
