testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.001921429,0.000146299,0.001907402,0.000038452,470,1
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.007989303,0.000066449,0.007973868,0.000053748,119,1
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,3.55e-7,4.5e-8,3.5e-7,3e-9,111521,20
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,8.639e-6,1.396e-6,8.467e-6,1.4e-7,49784,1
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,5.14e-7,5.5e-8,5.07e-7,6e-9,91492,20
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,8.743e-6,1.346e-6,8.577e-6,1.4e-7,52782,1
ubuntu-latest,2026-09-25T13:44:29.350995+00:00,b6213af06470ab55f9e16d85c2ef3617541907c5,main,2026-09-25T13:43:51+00:00,2026-09-25T13:43:51+00:00,3.10.21,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.188452497,0.004307471,0.186753126,0.005423547,6,1
