testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.00188927,0.000035208,0.001885496,9.647e-6,462,1
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.00802973,0.000078986,0.008004903,0.000098243,122,1
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,3.61e-7,4.5e-8,3.57e-7,3e-9,34149,20
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,8.292e-6,1.473e-6,8.125e-6,1.11e-7,55421,1
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,5.07e-7,5.5e-8,5.01e-7,4e-9,91233,20
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,8.393e-6,1.196e-6,8.245e-6,1.1e-7,28359,1
ubuntu-latest,2026-09-22T14:22:21.543303+00:00,0b37353eb8f83ef5f88903d69d9af4cc011a6a9a,main,2026-09-22T14:21:51+00:00,2026-09-22T14:21:51+00:00,3.10.21,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.20264571,0.011275588,0.198115731,0.01598816,6,1
