testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,python_version,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_any_overlapping,benchmarks/benchmark_ranges.py::benchmark_any_overlapping,0.001833426,0.000019645,0.001829794,0.000011101,455,1
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_any_gaps,benchmarks/benchmark_ranges.py::benchmark_any_gaps,0.00797208,0.000059358,0.007962443,0.00005085,120,1
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_intersection_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_none,4.91e-7,2.22e-7,4.81e-7,2.1e-8,173974,1
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_intersection_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_intersection_is_not_none,8.836e-6,1.113e-6,8.693e-6,1.3e-7,64132,1
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_union_is_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_none,5.25e-7,1.1e-7,5.19e-7,1.2e-8,195008,5
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_union_is_not_none,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_union_is_not_none,8.955e-6,9.93e-7,8.833e-6,1.41e-7,65691,1
ubuntu-latest,2026-09-23T15:55:44.240442+00:00,2ffc74861c355904f294ceecbc5f96152d0018c0,main,2026-09-23T15:55:04+00:00,2026-09-23T15:55:04+00:00,3.10.21,benchmark_sorting,benchmarks/benchmark_ranges.py::BenchmarkFiniteDatetimeRange::benchmark_sorting,0.187323363,0.001104998,0.187089168,0.000699524,6,1
